,Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales Price,Quantity,Discount,Profit,Order ID Year,Days to Ship,Customer Name Masked,Original Price,Total Revenue,Total Profit,Discount Price,Total Discount,Shipping Urgency,Days Last Order,Overall Revenue Generated,Overall Quantity Sold,Overall Discount Given,Ship Category,Discounted Price
4836,9639,US-2017-125808,2017-12-11,2017-12-11,Second Class,EP-13915,Consumer,United States,Los Angeles,California,90032,West,OFF-PA-10001846,Office Supplies,Paper,Xerox 1899,11.56,2,0.0,5.6644,2017,0,EP,11.56,23.12,11.3288,0.0,0.0,Immediate,2754,13793.412,66,3.2,,11.56
4838,9641,CA-2014-104563,2014-07-03,2014-07-03,Standard Class,CM-12715,Corporate,United States,Seattle,Washington,98103,West,OFF-AR-10000390,Office Supplies,Art,Newell Chalk Holder,20.65,5,0.0,9.499,2014,0,CM,20.65,103.25,47.495000000000005,0.0,0.0,Immediate,3847,4563.468,18,1.0999999999999999,,20.65
4839,9645,US-2017-107979,2017-08-06,2017-08-06,Standard Class,FO-14305,Consumer,United States,Glendale,Arizona,85301,West,TEC-AC-10002006,Technology,Accessories,Memorex Micro Travel Drive 16 GB,89.544,7,0.2,12.3123,2017,0,FO,111.92999999999999,626.808,86.18610000000001,22.386,156.702,Immediate,2793,12210.866000000002,49,2.0,,89.544
4840,9648,CA-2014-150518,2014-11-19,2014-11-24,Standard Class,MW-18220,Consumer,United States,Coon Rapids,Minnesota,55433,Central,OFF-ST-10000877,Office Supplies,Storage,Recycled Steel Personal File for Standard File Folders,221.16,4,0.0,57.5016,2014,5,MW,221.16,884.64,230.0064,0.0,0.0,Standard,2772,11534.958,25,0.6000000000000001,1-5 Days,221.16
4842,9654,CA-2017-161893,2017-01-23,2017-01-27,Standard Class,HP-14815,Home Office,United States,Tucson,Arizona,85705,West,TEC-AC-10001874,Technology,Accessories,Logitech Wireless Anywhere Mouse MX for PC and Mac,95.984,2,0.2,11.998,2017,4,HP,119.97999999999999,191.968,23.996,23.996,47.992,Standard,2785,3996.1719999999996,34,1.4000000000000001,1-5 Days,95.984
4843,9656,CA-2014-156160,2014-09-22,2014-09-29,First Class,AS-10090,Consumer,United States,New York City,New York,10035,East,FUR-FU-10001876,Furniture,Furnishings,"Computer Room Manger, 14""",97.44,3,0.0,35.0784,2014,7,AS,97.44,292.32,105.2352,0.0,0.0,Standard,2860,1494.636,29,0.8,6-30 Days,97.44
4844,9660,CA-2014-100860,2014-03-26,2014-03-30,Second Class,CS-12505,Consumer,United States,Pomona,California,91767,West,OFF-LA-10001982,Office Supplies,Labels,Smead Alpha-Z Color-Coded Name Labels First Letter Starter Set,18.75,5,0.0,9.0,2014,4,CS,18.75,93.75,45.0,0.0,0.0,Standard,3077,3834.898,26,0.8999999999999999,1-5 Days,18.75
4846,9664,CA-2017-132619,2017-08-31,2017-08-31,Standard Class,MS-17770,Consumer,United States,San Francisco,California,94109,West,OFF-ST-10001511,Office Supplies,Storage,Space Solutions Commercial Steel Shelving,193.95,3,0.0,9.6975,2017,0,MS,193.95,581.8499999999999,29.0925,0.0,0.0,Immediate,2876,6388.544,28,1.3,,193.95
4847,9665,US-2015-120957,2015-07-12,2015-07-12,Same Day,KH-16690,Corporate,United States,Riverside,California,92503,West,OFF-PA-10003953,Office Supplies,Paper,Xerox 218,12.96,2,0.0,6.2208,2015,0,KH,12.96,25.92,12.4416,0.0,0.0,Immediate,2757,29156.924,29,0.6000000000000001,,12.96
4848,9666,CA-2017-157448,2017-11-16,2017-11-20,Standard Class,LC-16885,Consumer,United States,Los Angeles,California,90049,West,FUR-FU-10003268,Furniture,Furnishings,Eldon Radial Chair Mat for Low to Medium Pile Carpets,119.94,3,0.0,23.988,2017,4,LC,119.94,359.82,71.964,0.0,0.0,Standard,2771,29924.600000000002,50,3.0,1-5 Days,119.94
4849,9668,CA-2016-126270,2016-04-23,2016-04-27,Standard Class,AF-10870,Consumer,United States,San Clemente,California,92672,West,OFF-BI-10002764,Office Supplies,Binders,Recycled Pressboard Report Cover with Reinforced Top Hinge,18.088,7,0.2,6.5569,2016,4,AF,22.61,126.61600000000001,45.8983,4.522,31.654000000000003,Standard,2796,2669.3,25,2.3000000000000003,1-5 Days,18.088
4850,9670,CA-2017-145275,2017-02-04,2017-06-04,Standard Class,AH-10465,Consumer,United States,Decatur,Alabama,35601,South,OFF-LA-10001569,Office Supplies,Labels,Avery 499,14.94,3,0.0,6.8724,2017,120,AH,14.94,44.82,20.6172,0.0,0.0,Standard,2985,4510.586,21,0.6000000000000001,31+ Days,14.94
4851,9671,CA-2015-133396,2015-08-13,2015-08-15,First Class,GK-14620,Corporate,United States,Greensboro,North Carolina,27405,South,OFF-AR-10001446,Office Supplies,Art,Newell 309,64.68,7,0.2,8.085,2015,2,GK,80.85000000000001,452.76000000000005,56.595000000000006,16.17,113.19000000000001,Urgent,2867,27631.024,39,1.8,1-5 Days,64.68
4852,9672,US-2017-140312,2017-11-13,2017-11-19,Standard Class,KL-16645,Consumer,United States,Dublin,California,94568,West,TEC-PH-10003442,Technology,Phones,Samsung Replacement EH64AVFWE Premium Headset,22.0,5,0.2,1.375,2017,6,KL,27.5,110.0,6.875,5.5,27.5,Standard,2802,25143.482,51,1.3,6-30 Days,22.0
4853,9673,CA-2016-114867,2016-12-23,2016-12-28,Standard Class,FM-14290,Home Office,United States,Philadelphia,Pennsylvania,19143,East,OFF-PA-10000477,Office Supplies,Paper,Xerox 1952,7.968,2,0.2,2.6892,2016,5,FM,9.959999999999999,15.936,5.3784,1.992,3.984,Standard,2791,4375.284000000001,36,1.4000000000000001,1-5 Days,7.967999999999999
4854,9675,US-2014-164644,2014-07-22,2014-07-24,Second Class,JL-15850,Consumer,United States,Houston,Texas,77095,Central,OFF-ST-10003123,Office Supplies,Storage,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,26.632,1,0.2,1.3316,2014,2,JL,33.29,26.632,1.3316,6.658,6.658,Urgent,3369,4459.342,23,0.8,1-5 Days,26.631999999999998
4855,9676,CA-2016-137393,2016-06-05,2016-10-05,Standard Class,GM-14500,Consumer,United States,Bakersfield,California,93309,West,FUR-FU-10001617,Furniture,Furnishings,"Executive Impressions 8-1/2"" Career Panel/Partition Cubicle Clock",41.6,4,0.0,14.144,2016,122,GM,41.6,166.4,56.576,0.0,0.0,Standard,2861,2344.964,34,1.1,31+ Days,41.6
4856,9677,US-2014-120175,2014-11-28,2014-12-03,Standard Class,MC-17635,Corporate,United States,Richmond,Indiana,47374,Central,OFF-EN-10003862,Office Supplies,Envelopes,Laser & Ink Jet Business Envelopes,64.02,6,0.0,29.4492,2014,5,MC,64.02,384.12,176.6952,0.0,0.0,Standard,2944,1049.772,14,0.8,1-5 Days,64.02
4857,9678,CA-2016-144785,2016-04-18,2016-04-23,Standard Class,CS-12490,Corporate,United States,New York City,New York,10009,East,OFF-AR-10001573,Office Supplies,Art,American Pencil,6.99,3,0.0,2.0271,2016,5,CS,6.99,20.97,6.0813,0.0,0.0,Standard,3142,4982.8015,21,0.8500000000000001,1-5 Days,6.99
4858,9680,CA-2015-130113,2015-12-27,2015-12-31,Standard Class,AH-10030,Corporate,United States,San Francisco,California,94122,West,OFF-ST-10000046,Office Supplies,Storage,Fellowes Super Stor/Drawer Files,323.1,2,0.0,61.389,2015,4,AH,323.1,646.2,122.778,0.0,0.0,Standard,2767,5343.676,37,0.6000000000000001,1-5 Days,323.1
4859,9682,CA-2017-122770,2017-12-13,2017-12-18,Standard Class,EP-13915,Consumer,United States,San Francisco,California,94122,West,OFF-LA-10004559,Office Supplies,Labels,Avery 49,8.64,3,0.0,4.2336,2017,5,EP,8.64,25.92,12.700800000000001,0.0,0.0,Standard,2754,13793.412,66,3.2,1-5 Days,8.64
4860,9686,CA-2017-118668,2017-02-01,2017-04-01,Second Class,FW-14395,Corporate,United States,Los Angeles,California,90032,West,TEC-AC-10000682,Technology,Accessories,Kensington K72356US Mouse-in-a-Box USB Desktop Mouse,16.59,1,0.0,5.8065,2017,59,FW,16.59,16.59,5.8065,0.0,0.0,Standard,3087,269.23,9,0.0,31+ Days,16.59
4861,9687,CA-2017-116498,2017-05-30,2017-05-30,Standard Class,KA-16525,Consumer,United States,San Diego,California,92037,West,OFF-AR-10003405,Office Supplies,Art,"Dixon My First Ticonderoga Pencil, #2",35.1,6,0.0,10.179,2017,0,KA,35.1,210.60000000000002,61.074,0.0,0.0,Immediate,2791,6462.118,49,0.4,,35.1
4862,9688,US-2017-130603,2017-09-30,2017-09-30,Standard Class,SC-20050,Home Office,United States,Arlington,Texas,76017,Central,OFF-BI-10000301,Office Supplies,Binders,GBC Instant Report Kit,11.646,9,0.8,-17.469,2017,0,SC,58.23000000000002,104.81400000000001,-157.221,46.58400000000002,419.25600000000014,Immediate,2795,3905.168,36,2.2,,11.646
4863,9689,US-2017-135986,2017-06-20,2017-06-27,Standard Class,PG-18895,Consumer,United States,Richmond,Virginia,23223,South,OFF-PA-10001534,Office Supplies,Paper,Xerox 230,32.4,5,0.0,15.552,2017,7,PG,32.4,162.0,77.75999999999999,0.0,0.0,Standard,2820,3910.772,37,0.4,6-30 Days,32.4
4864,9691,CA-2017-140536,2017-04-04,2017-05-04,First Class,TA-21385,Home Office,United States,New York City,New York,10035,East,OFF-AR-10001545,Office Supplies,Art,Newell 326,7.04,4,0.0,2.0416,2017,30,TA,7.04,28.16,8.1664,0.0,0.0,Standard,2824,46070.366,13,0.7999999999999999,6-30 Days,7.04
4865,9692,CA-2015-130183,2015-11-13,2015-11-17,Standard Class,PO-18850,Consumer,United States,Houston,Texas,77041,Central,FUR-BO-10001811,Furniture,Bookcases,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",613.9992,3,0.32,-18.0588,2015,4,PO,902.94,1841.9976,-54.1764,288.9408,866.8224,Standard,2759,63424.762599999995,44,2.22,1-5 Days,613.9992
4867,9694,CA-2017-130148,2017-09-24,2017-09-28,Second Class,NK-18490,Home Office,United States,San Francisco,California,94110,West,OFF-PA-10000551,Office Supplies,Paper,Array Memo Cubes,31.08,6,0.0,15.2292,2017,4,NK,31.08,186.48,91.3752,0.0,0.0,Standard,2775,682.752,30,0.8,1-5 Days,31.08
4868,9696,US-2016-151260,2016-11-12,2016-12-14,First Class,SC-20695,Corporate,United States,Springfield,Ohio,45503,East,OFF-AP-10002892,Office Supplies,Appliances,Belkin F5C206VTEL 6 Outlet Surge,73.536,4,0.2,9.192,2016,32,SC,91.92,294.144,36.768,18.384,73.536,Standard,2838,12173.02,46,1.4000000000000001,31+ Days,73.536
4870,9698,CA-2016-122511,2016-11-03,2016-11-03,Same Day,BT-11485,Home Office,United States,Philadelphia,Pennsylvania,19140,East,FUR-FU-10001037,Furniture,Furnishings,"DAX Charcoal/Nickel-Tone Document Frame, 5 x 7",30.336,4,0.2,9.48,2016,0,BT,37.919999999999995,121.344,37.92,7.584,30.336,Immediate,3177,265.844,9,0.2,,30.335999999999995
4871,9699,CA-2017-154116,2017-12-15,2017-12-19,Standard Class,KM-16660,Consumer,United States,Inglewood,California,90301,West,OFF-PA-10004569,Office Supplies,Paper,"Wirebound Message Books, Two 4 1/4"" x 5"" Forms per Page",22.83,3,0.0,10.7301,2017,4,KM,22.83,68.49,32.1903,0.0,0.0,Standard,2770,212.634,13,0.2,1-5 Days,22.83
4872,9702,CA-2016-105291,2016-10-30,2016-10-30,Standard Class,SP-20920,Consumer,United States,San Luis Obispo,California,93405,West,OFF-FA-10003059,Office Supplies,Fasteners,Assorted Color Push Pins,3.62,2,0.0,1.1946,2016,0,SP,3.62,7.24,2.3892,0.0,0.0,Immediate,2825,10970.33,25,1.5,,3.62
4873,9703,CA-2017-147032,2017-07-31,2017-07-31,Standard Class,LB-16795,Home Office,United States,Wilmington,Delaware,19805,East,OFF-PA-10003256,Office Supplies,Paper,Avery Personal Creations Heavyweight Cards,11.54,1,0.0,5.5392,2017,0,LB,11.54,11.54,5.5392,0.0,0.0,Immediate,2871,5638.892,21,2.7,,11.54
4874,9706,CA-2017-125990,2017-10-19,2017-10-23,Standard Class,JS-16030,Consumer,United States,San Francisco,California,94122,West,OFF-BI-10004826,Office Supplies,Binders,JM Magazine Binder,39.624,3,0.2,13.8684,2017,4,JS,49.53,118.87200000000001,41.605199999999996,9.906,29.718000000000004,Standard,2827,3574.212,26,1.4000000000000001,1-5 Days,39.624
4875,9707,CA-2016-161746,2016-10-21,2016-10-27,Standard Class,CS-11950,Consumer,United States,Los Angeles,California,90045,West,FUR-CH-10004626,Furniture,Chairs,Office Star Flex Back Scooter Chair with Aluminum Finish Frame,242.136,3,0.2,12.1068,2016,6,CS,302.66999999999996,726.408,36.3204,60.53399999999999,181.60199999999998,Standard,2822,7613.699,38,3.5,6-30 Days,242.13599999999997
4876,9711,CA-2014-114251,2014-05-11,2014-11-10,Standard Class,MD-17350,Consumer,United States,Philadelphia,Pennsylvania,19143,East,FUR-FU-10001468,Furniture,Furnishings,Tenex Antistatic Computer Chair Mats,273.568,2,0.2,-34.196,2014,183,MD,341.96,547.136,-68.392,68.392,136.784,Standard,2843,13627.900000000001,25,1.7,31+ Days,273.568
4877,9716,CA-2016-116379,2016-07-11,2016-12-11,Standard Class,LD-17005,Consumer,United States,San Francisco,California,94122,West,OFF-BI-10001543,Office Supplies,Binders,GBC VeloBinder Manual Binding System,57.584,2,0.2,20.1544,2016,153,LD,71.98,115.168,40.3088,14.396,28.792,Standard,3169,13302.138,16,0.2,31+ Days,57.584
4878,9717,US-2016-144477,2016-12-08,2016-12-08,Second Class,DB-13270,Home Office,United States,Philadelphia,Pennsylvania,19134,East,OFF-AR-10000914,Office Supplies,Art,Boston 16765 Mini Stand Up Battery Pencil Sharpener,37.312,4,0.2,2.7984,2016,0,DB,46.63999999999999,149.248,11.1936,9.328,37.312,Immediate,2927,13052.746000000001,27,2.2,,37.312
4879,9718,CA-2016-108210,2016-05-30,2016-05-31,Same Day,AT-10735,Consumer,United States,Houston,Texas,77041,Central,TEC-PH-10002293,Technology,Phones,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,79.96,5,0.2,7.996,2016,1,AT,99.94999999999999,399.79999999999995,39.980000000000004,19.99,99.94999999999999,Urgent,2768,22585.144,35,0.8,1-5 Days,79.96
4880,9720,CA-2017-166835,2017-12-11,2017-12-11,Second Class,DK-13375,Consumer,United States,Lancaster,Pennsylvania,17602,East,OFF-ST-10002574,Office Supplies,Storage,"SAFCO Commercial Wire Shelving, Black",221.024,2,0.2,-55.256,2017,0,DK,276.28,442.048,-110.512,55.256,110.512,Immediate,2774,2785.192,18,1.4000000000000001,,221.02399999999997
4881,9721,CA-2016-119641,2016-09-22,2016-09-26,Standard Class,CS-12250,Corporate,United States,Green Bay,Wisconsin,54302,Central,FUR-FU-10002445,Furniture,Furnishings,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",18.96,2,0.0,7.584,2016,4,CS,18.96,37.92,15.168,0.0,0.0,Standard,2792,3047.244,35,1.2000000000000002,1-5 Days,18.96
4882,9722,CA-2016-105781,2016-02-16,2016-02-20,Standard Class,JF-15565,Consumer,United States,New York City,New York,10024,East,FUR-CH-10001802,Furniture,Chairs,Hon Every-Day Chair Series Swivel Task Chairs,326.646,3,0.1,39.9234,2016,4,JF,362.94,979.9380000000001,119.7702,36.294000000000004,108.882,Standard,2957,20426.972,37,1.1,1-5 Days,326.646
4884,9725,CA-2015-117898,2015-05-12,2015-11-12,Standard Class,TB-21250,Consumer,United States,Bloomington,Illinois,61701,Central,OFF-EN-10004459,Office Supplies,Envelopes,Security-Tint Envelopes,12.224,2,0.2,4.4312,2015,184,TB,15.28,24.448,8.8624,3.056,6.112,Standard,3104,4703.360000000001,26,1.6,31+ Days,12.224
4885,9726,CA-2017-142293,2017-09-17,2017-09-20,First Class,SC-20380,Consumer,United States,Boise,Idaho,83704,West,TEC-AC-10001109,Technology,Accessories,Logitech Trackman Marble Mouse,89.97,3,0.0,37.7874,2017,3,SC,89.97,269.90999999999997,113.3622,0.0,0.0,Urgent,2785,2022.6499999999999,27,1.9,1-5 Days,89.97
4886,9727,CA-2017-167395,2017-02-12,2017-04-12,First Class,KM-16720,Consumer,United States,Lowell,Massachusetts,01852,East,OFF-AP-10001293,Office Supplies,Appliances,Belkin 8 Outlet Surge Protector,286.86,7,0.0,80.3208,2017,59,KM,286.86,2008.02,562.2456000000001,0.0,0.0,Standard,3076,4253.886,24,0.6000000000000001,31+ Days,286.86
4887,9730,CA-2014-111962,2014-09-29,2014-10-04,Standard Class,EB-14170,Consumer,United States,Seattle,Washington,98115,West,OFF-BI-10001308,Office Supplies,Binders,GBC Standard Plastic Binding Systems' Combs,10.048,2,0.2,3.14,2014,5,EB,12.559999999999999,20.096,6.28,2.512,5.024,Standard,2866,1437.984,15,1.6,1-5 Days,10.047999999999998
4888,9732,CA-2017-124261,2017-11-14,2017-11-19,Standard Class,JE-15715,Consumer,United States,Los Angeles,California,90049,West,OFF-AR-10003504,Office Supplies,Art,Newell 347,34.24,8,0.0,9.9296,2017,5,JE,34.24,273.92,79.4368,0.0,0.0,Standard,2801,25747.721,47,3.1,1-5 Days,34.24
4890,9736,CA-2014-128062,2014-11-19,2014-11-22,Second Class,AD-10180,Home Office,United States,Philadelphia,Pennsylvania,19134,East,OFF-PA-10001583,Office Supplies,Paper,"1/4 Fold Party Design Invitations & White Envelopes, 24 8-1/2"" X 11"" Cards, 25 Env./Pack",5.88,1,0.2,1.9845,2014,3,AD,7.35,5.88,1.9845,1.47,1.47,Urgent,2802,18530.176,29,0.7,1-5 Days,5.88
4891,9737,US-2015-100069,2015-06-29,2015-06-29,Standard Class,NF-18475,Home Office,United States,Omaha,Nebraska,68104,Central,TEC-PH-10004667,Technology,Phones,Cisco 8x8 Inc. 6753i IP Business Phone System,269.98,2,0.0,72.8946,2015,0,NF,269.98,539.96,145.7892,0.0,0.0,Immediate,3280,1136.67,13,1.0,,269.98
4892,9738,CA-2017-129294,2017-03-16,2017-03-21,Standard Class,KD-16615,Corporate,United States,Los Angeles,California,90032,West,OFF-ST-10002615,Office Supplies,Storage,"Dual Level, Single-Width Filing Carts",310.12,2,0.0,80.6312,2017,5,KD,310.12,620.24,161.2624,0.0,0.0,Standard,3044,3715.4159999999997,26,0.6000000000000001,1-5 Days,310.12
4894,9743,CA-2017-131303,2017-11-28,2017-11-28,Standard Class,EP-13915,Consumer,United States,San Diego,California,92037,West,OFF-LA-10001074,Office Supplies,Labels,Round Specialty Laser Printer Labels,62.65,5,0.0,29.4455,2017,0,EP,62.65,313.25,147.2275,0.0,0.0,Immediate,2754,13793.412,66,3.2,,62.65
4895,9744,CA-2016-137127,2016-06-16,2016-06-22,Standard Class,JJ-15445,Consumer,United States,Newark,Delaware,19711,East,OFF-LA-10001641,Office Supplies,Labels,Avery 518,9.45,3,0.0,4.536,2016,6,JJ,9.45,28.349999999999998,13.607999999999999,0.0,0.0,Standard,3317,2214.466,23,0.4,6-30 Days,9.45
4897,9746,CA-2017-137505,2017-11-24,2017-11-24,Same Day,BP-11290,Consumer,United States,Los Angeles,California,90008,West,FUR-TA-10000617,Furniture,Tables,"Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal",364.08,2,0.2,9.102,2017,0,BP,455.09999999999997,728.16,18.204,91.02,182.04,Immediate,2767,6931.177999999999,24,2.9,,364.08
4898,9748,US-2014-140914,2014-11-11,2014-11-15,Standard Class,BH-11710,Consumer,United States,Chicago,Illinois,60653,Central,FUR-FU-10000175,Furniture,Furnishings,DAX Wood Document Frame.,10.984,2,0.6,-7.9634,2014,4,BH,27.459999999999997,21.968,-15.9268,16.476,32.952,Standard,2926,5062.754999999999,31,1.5,1-5 Days,10.983999999999998
4899,9750,CA-2016-158358,2016-04-03,2016-08-03,Standard Class,EM-13810,Corporate,United States,Dover,New Hampshire,03820,East,TEC-AC-10002567,Technology,Accessories,Logitech G602 Wireless Gaming Mouse,159.98,2,0.0,57.5928,2016,122,EM,159.98,319.96,115.1856,0.0,0.0,Standard,2887,9139.382,18,0.8,31+ Days,159.98
4900,9751,CA-2016-113390,2016-11-10,2016-11-10,Standard Class,EP-13915,Consumer,United States,Chicago,Illinois,60610,Central,OFF-AR-10003183,Office Supplies,Art,Avery Fluorescent Highlighter Four-Color Set,5.344,2,0.2,0.668,2016,0,EP,6.68,10.688,1.336,1.336,2.672,Immediate,2754,13793.412,66,3.2,,5.343999999999999
4901,9753,US-2016-158680,2016-01-07,2016-02-07,First Class,NZ-18565,Home Office,United States,Seattle,Washington,98115,West,OFF-BI-10000145,Office Supplies,Binders,Zipper Ring Binder Pockets,2.496,1,0.2,0.9048,2016,31,NZ,3.1199999999999997,2.496,0.9048,0.624,0.624,Standard,2958,3797.7360000000003,41,2.4,31+ Days,2.4959999999999996
4902,9754,CA-2017-113705,2017-03-27,2017-03-29,Second Class,LC-16870,Consumer,United States,Richmond,Virginia,23223,South,OFF-LA-10000476,Office Supplies,Labels,"Avery 05222 Permanent Self-Adhesive File Folder Labels for Typewriters, on Rolls, White, 250/Roll",8.26,2,0.0,3.7996,2017,2,LC,8.26,16.52,7.5992,0.0,0.0,Urgent,2853,2786.686,34,2.2,1-5 Days,8.26
4904,9761,CA-2017-159135,2017-04-11,2017-08-11,Standard Class,KM-16375,Home Office,United States,Springdale,Arkansas,72762,South,OFF-AR-10000657,Office Supplies,Art,"Binney & Smith inkTank Desk Highlighter, Chisel Tip, Yellow, 12/Box",4.3,2,0.0,1.419,2017,122,KM,4.3,8.6,2.838,0.0,0.0,Standard,3018,4182.87,25,0.6000000000000001,31+ Days,4.3
4906,9765,CA-2014-123855,2014-06-18,2014-06-23,Standard Class,MC-18100,Consumer,United States,Los Angeles,California,90036,West,TEC-PH-10000215,Technology,Phones,Plantronics Cordless�Phone Headset�with In-line Volume - M214C,139.8,5,0.2,12.2325,2014,5,MC,174.75,699.0,61.1625,34.95,174.75,Standard,2796,5217.066,43,2.0,1-5 Days,139.8
4907,9766,CA-2017-101959,2017-02-28,2017-06-03,Standard Class,DB-13660,Consumer,United States,Middletown,Connecticut,06457,East,OFF-BI-10001757,Office Supplies,Binders,Pressboard Hanging Data Binders for Unburst Sheets,9.84,2,0.0,4.7232,2017,95,DB,9.84,19.68,9.4464,0.0,0.0,Standard,2754,2646.43,27,1.2,31+ Days,9.84
4908,9768,CA-2017-102659,2017-09-12,2017-12-15,Standard Class,LW-17215,Consumer,United States,Grand Rapids,Michigan,49505,Central,OFF-BI-10000088,Office Supplies,Binders,GBC Imprintable Covers,54.9,5,0.0,26.901,2017,94,LW,54.9,274.5,134.505,0.0,0.0,Standard,2811,26230.124,28,1.3,31+ Days,54.9
4909,9769,CA-2017-142328,2017-07-12,2017-12-14,Standard Class,TC-21535,Home Office,United States,San Francisco,California,94122,West,OFF-PA-10000380,Office Supplies,Paper,"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages",50.04,6,0.0,25.02,2017,155,TC,50.04,300.24,150.12,0.0,0.0,Standard,2759,712.224,21,1.1,31+ Days,50.04
4910,9770,CA-2016-123533,2016-11-24,2016-11-30,Standard Class,SC-20050,Home Office,United States,Hialeah,Florida,33012,South,FUR-BO-10001619,Furniture,Bookcases,O'Sullivan Cherrywood Estates Traditional Bookcase,339.92,5,0.2,8.498,2016,6,SC,424.9,1699.6000000000001,42.489999999999995,84.98,424.90000000000003,Standard,2795,3905.168,36,2.2,6-30 Days,339.91999999999996
4911,9773,CA-2016-104983,2016-03-07,2016-03-07,Same Day,FM-14215,Corporate,United States,Philadelphia,Pennsylvania,19143,East,OFF-PA-10000167,Office Supplies,Paper,Xerox 1925,123.92,5,0.2,38.725,2016,0,FM,154.9,619.6,193.625,30.980000000000004,154.90000000000003,Immediate,2762,7499.192,34,1.0,,123.92
4912,9774,CA-2016-160234,2016-06-26,2016-06-26,Standard Class,PF-19225,Consumer,United States,Atlanta,Georgia,30318,South,TEC-PH-10004434,Technology,Phones,Cisco IP�Phone�7961G VoIP�phone�- Dark gray,135.95,1,0.0,39.4255,2016,0,PF,135.95,135.95,39.4255,0.0,0.0,Immediate,2929,948.364,13,0.4,,135.95
4916,9786,CA-2015-155635,2015-09-05,2015-09-05,Standard Class,ME-17725,Consumer,United States,Louisville,Kentucky,40214,South,OFF-BI-10000962,Office Supplies,Binders,"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",48.81,3,0.0,23.9169,2015,0,ME,48.81,146.43,71.7507,0.0,0.0,Immediate,2785,3013.704,30,1.7,,48.81
4917,9787,US-2014-114377,2014-05-11,2014-11-05,Same Day,BG-11035,Consumer,United States,Hampton,Virginia,23666,South,FUR-CH-10004754,Furniture,Chairs,"Global Stack Chair with Arms, Black",149.9,5,0.0,40.473,2014,178,BG,149.9,749.5,202.365,0.0,0.0,Standard,2876,10923.099999999999,23,1.5,31+ Days,149.9
4919,9792,CA-2014-127166,2014-05-21,2014-05-23,Second Class,KH-16360,Consumer,United States,Houston,Texas,77070,Central,OFF-EN-10003134,Office Supplies,Envelopes,Staple envelope,56.064,6,0.2,21.024,2014,2,KH,70.08,336.384,126.144,14.016,84.096,Urgent,2756,10193.344,26,0.6000000000000001,1-5 Days,56.064
4920,9796,CA-2016-125920,2016-05-21,2016-05-28,Standard Class,SH-19975,Corporate,United States,Chicago,Illinois,60610,Central,OFF-BI-10003429,Office Supplies,Binders,"Cardinal HOLDit! Binder Insert Strips,Extra Strips",3.798,3,0.8,-5.8869,2016,7,SH,18.990000000000006,11.394,-17.6607,15.192000000000005,45.576000000000015,Standard,2819,4914.6335,38,2.5500000000000003,6-30 Days,3.798
4921,9797,CA-2015-128608,2015-12-01,2015-12-01,Standard Class,CS-12490,Corporate,United States,Toledo,Ohio,43615,East,OFF-AR-10001374,Office Supplies,Art,"BIC Brite Liner Highlighters, Chisel Tip",10.368,2,0.2,1.5552,2015,0,CS,12.959999999999999,20.736,3.1104,2.592,5.184,Immediate,3142,4982.8015,21,0.8500000000000001,,10.367999999999999
4922,9802,CA-2017-137918,2017-09-29,2017-09-29,Standard Class,JK-15730,Consumer,United States,Lodi,California,95240,West,OFF-SU-10000898,Office Supplies,Supplies,"Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles, 3 7/8"" Cut, 8""L",97.3,7,0.0,28.217,2017,0,JK,97.3,681.1,197.519,0.0,0.0,Immediate,2847,11479.738000000001,36,3.85,,97.3
4923,9803,CA-2015-122973,2015-07-18,2015-07-20,Second Class,PJ-19015,Consumer,United States,New York City,New York,10024,East,OFF-BI-10004182,Office Supplies,Binders,Economy Binders,3.328,2,0.2,1.2064,2015,2,PJ,4.159999999999999,6.656,2.4128,0.8319999999999999,1.6639999999999997,Urgent,2889,691.126,16,0.8,1-5 Days,3.3279999999999994
4924,9806,CA-2016-136322,2016-10-21,2016-10-26,Standard Class,AP-10720,Home Office,United States,Fort Lauderdale,Florida,33311,South,FUR-FU-10002878,Furniture,Furnishings,"Seth Thomas 14"" Day/Date Wall Clock",45.568,2,0.2,9.6832,2016,5,AP,56.959999999999994,91.136,19.3664,11.392,22.784,Standard,2796,2582.1499999999996,26,1.0,1-5 Days,45.568
4925,9808,CA-2017-107209,2017-07-27,2017-07-27,Second Class,JW-15955,Consumer,United States,Raleigh,North Carolina,27604,South,FUR-CH-10001146,Furniture,Chairs,"Global Value Mid-Back Manager's Chair, Gray",194.848,4,0.2,12.178,2017,0,JW,243.56,779.392,48.712,48.712,194.848,Immediate,2760,1436.458,20,0.4,,194.848
